Make,Model,Year,Color,Condition,Mileage,Transmission,Price
Toyota,Highlander,2003,Blue,Nigerian Used,234943,Automatic,"2,625,000"
Kia,Cerato,2013,Gray,Nigerian Used,131724,Automatic,"2,925,000"
Lexus,RX 350,2008,Silver,Nigerian Used,108543,Automatic,"4,387,500"
Toyota,Camry,2006,XLE 4dr Sedan (2.4L 4cyl 5A),Blue,Nigerian Used,Automatic,"2,250,000"
Lexus,RX 330,2006,White,Nigerian Used,301377,Automatic,"4,005,000"
Peugeot,308,2009,Black,Nigerian Used,699283,Manual,"2,812,500"
Toyota,RAV4,2003,Silver,Nigerian Used,271597,Automatic,"1,856,250"
Kia,Sportage,2012,Black,Nigerian Used,55979,Automatic,"3,570,000"
Honda,CR-V,2019,Gray,Brand New,58511,Automatic,"22,500,000"
Toyota,Avalon,2015,Black,Foreign Used,138815,Automatic,"5,062,500"
Mazda,MPV,2000,Silver,Nigerian Used,231525,Manual,"2,250,000"
Ford,Edge,2011,Blue,Nigerian Used,2000895,Automatic,"5,062,500"
Toyota,Land Cruiser Prado,2015,Black,Nigerian Used,56426,Automatic,"16,875,000"
Peugeot,407,2004,Silver,Nigerian Used,103321,Manual,"1,470,000"
Honda,CR-V,2009,Gray,Nigerian Used,163777,Automatic,"3,375,000"
Mazda,MX-3,2011,Gray,Nigerian Used,280417,Automatic,"3,825,000"
Toyota,Solara,2004,Black,Nigerian Used,253254,Automatic,"2,250,000"
Mazda,CX-9,2010,Touring,Green,Nigerian Used,Automatic,"4,016,250"
Toyota,Camry,2004,Teal,Nigerian Used,219747,Automatic,"1,800,000"
Ford,Focus,2016,S Sedan FWD (2.0L 4cyl 5M),White,Nigerian Used,Automatic,"3,375,000"
Ford,Taurus,2013,Black,Nigerian Used,45147,Automatic,"4,837,500"
Toyota,Camry,1997,Gold,Nigerian Used,7657,Automatic,"1,406,250"
Honda,CR-V,2002,Blue,Nigerian Used,269071,Automatic,"1,395,000"
Honda,Pilot,2010,Matt Black,Nigerian Used,211564,Automatic,"5,062,500"
Toyota,Camry,2012,Black,Foreign Used,128523,Automatic,"8,437,500"
Lexus,ES,2002,Gold,Nigerian Used,196668,Automatic,"2,812,500"
Toyota,Venza,2009,White,Nigerian Used,263941,Automatic,"7,312,500"
Toyota,Matrix,2004,Silver,Nigerian Used,125095,Automatic,"3,037,500"
Ford,Escape,2013,Black,Nigerian Used,57242,AMT,"14,625,000"
Toyota,Camry,2006,2.4 XLi Automatic,Blue,Nigerian Used,Automatic,"2,081,250"
Lexus,RX,2011,350,Gray,Nigerian Used,Automatic,"10,125,000"
Toyota,Land Cruiser Prado,2009,2.7 i 16V,Black,Nigerian Used,Automatic,"7,281,843"
Toyota,Avensis,2002,Green,Nigerian Used,153461,Automatic,"2,250,000"
Toyota,Camry,2003,Silver,Nigerian Used,202890,Automatic,"2,025,000"
Mercedes-Benz,E320,2005,Black,Nigerian Used,298091,Automatic,"4,162,500"
Pontiac,Torrent,2007,Purple,Nigerian Used,3400,Automatic,"3,375,000"
Cadillac,CTS,2010,Red,Nigerian Used,123885,Automatic,"2,025,000"
Lexus,ES,2008,350,White,Nigerian Used,Automatic,"3,885,000"
Toyota,Corolla,2009,Black,Nigerian Used,202773,Automatic,"2,812,500"
Ford,Escape,2005,XLS 4x4,Ivory,Nigerian Used,Automatic,"1,606,500"
Acura,MDX,2011,Blue,Nigerian Used,122734,Automatic,"4,284,000"
Lexus,GS,2006,Silver,Nigerian Used,61517,Automatic,"3,150,000"
Toyota,Corolla,2004,Silver,Nigerian Used,126158,Automatic,"2,600,000"
Kia,Sorento,2011,Gray,Nigerian Used,133102,Automatic,"4,200,000"
Toyota,Camry,2004,Gray,Nigerian Used,412440,Automatic,"2,756,250"
Toyota,Corolla,2009,White,Nigerian Used,291419,Automatic,"2,625,000"
Lexus,GX,2003,Black,Nigerian Used,115676,Automatic,"3,727,500"
Lexus,IS,2008,Silver,Nigerian Used,62511,Automatic,"3,375,000"
BMW,323i,2008,Gray,Nigerian Used,143258,Automatic,"3,675,000"
Toyota,Corolla,2006,Gray,Nigerian Used,299999,Automatic,"2,704,000"
Lexus,ES,2013,350 FWD,Red,Foreign Used,Automatic,"12,075,000"
Land Rover,Range Rover,2012,White,Nigerian Used,102281,Automatic,"6,300,000"
Toyota,Corolla,2014,Silver,Nigerian Used,101872,Automatic,"5,775,000"
Lexus,GS,2008,Gray,Nigerian Used,98229,Automatic,"2,756,250"
Honda,Accord,2010,Black,Nigerian Used,82091,Automatic,"1,890,000"
Toyota,Camry,1998,Silver,Nigerian Used,212122,Automatic,"945,000"
Toyota,Land Cruiser Prado,2015,2.7 VVT-i,Gray,Nigerian Used,Automatic,"17,955,000"
Land Rover,Range Rover Sport,2008,4.2 V8 SC,Black,Nigerian Used,Automatic,"5,062,500"
Lexus,IS,2008,Black,Nigerian Used,104166,Automatic,"4,784,000"
Toyota,RAV4,2012,Silver,Nigerian Used,60773,Automatic,"5,400,000"
Lexus,ES,2007,Black,Nigerian Used,160987,Automatic,"4,016,250"
Honda,Accord,2009,Silver,Nigerian Used,215154,Automatic,"2,415,000"
Toyota,Corolla,2003,Silver,Nigerian Used,231251,Automatic,"1,837,500"
Toyota,Camry,2004,Teal,Nigerian Used,189045,Automatic,"2,300,000"
Acura,MDX,2001,Gold,Nigerian Used,367075,Automatic,"1,575,000"
Toyota,Camry,2008,Silver,Nigerian Used,153565,Automatic,"2,474,430"
Toyota,Highlander,2002,Base AWD,Red,Nigerian Used,Automatic,"2,808,000"
Lexus,GX,2015,Black,Nigerian Used,62104,Automatic,"29,120,000"
Honda,Accord,2008,Black,Nigerian Used,130260,Automatic,"2,600,000"
Toyota,Corolla,2004,Gold,Nigerian Used,299999,Automatic,"2,704,000"
Toyota,Highlander,2005,V6,Gold,Nigerian Used,Automatic,"3,033,450"
Toyota,Corolla,2004,Red,Nigerian Used,463151,Automatic,"2,205,000"
Ford,Edge,2007,Gray,Nigerian Used,145218,Automatic,"2,205,000"
Toyota,Camry,2003,Black,Nigerian Used,358128,Automatic,"2,392,000"
Honda,CR-V,2003,Blue,Nigerian Used,231599,Automatic,"1,575,000"
Mercedes-Benz,C240,2003,Blue,Nigerian Used,142,Automatic,"2,700,000"
Mercedes-Benz,M Class,2001,ML 320,Black,Nigerian Used,Automatic,"3,937,500"
Honda,Stream,2000,White,Nigerian Used,498058,Manual,"892,500"
Peugeot,206,2006,1.6 110 Tendance,Blue,Nigerian Used,Automatic,"1,791,000"
Nissan,Altima,2009,Brown,Nigerian Used,128532,Automatic,"2,100,000"
Honda,Accord,2007,Gold,Nigerian Used,173223,Automatic,"2,704,000"
Lexus,GS,2001,Brown,Nigerian Used,391443,Automatic,"1,942,500"
Mercedes-Benz,GL-Class,2008,Black,Nigerian Used,162309,Automatic,"3,675,000"
Toyota,Camry,2004,Blue,Nigerian Used,125994,Automatic,"2,925,000"
Toyota,Camry,2002,XLE 4dr Sedan (2.4L 4cyl 4A),Silver,Nigerian Used,Automatic,"2,152,800"
Toyota,Sienna,2004,Gold,Nigerian Used,347245,Automatic,"2,407,125"
Toyota,Highlander,2002,V6 AWD,Blue,Nigerian Used,Automatic,"3,120,000"
Kia,Rondo,2007,LX V6,Gray,Nigerian Used,Automatic,"1,470,000"
Chevrolet,Suburban,2015,White,Nigerian Used,110363,Automatic,"26,250,000"
Nissan,Pathfinder,2008,Black,Nigerian Used,192676,Automatic,"2,520,000"
Acura,MDX,2001,3.5L 4x4,Gray,Nigerian Used,Automatic,"1,785,000"
Toyota,Camry,2006,Gray,Nigerian Used,263180,Automatic,"2,142,000"
Toyota,Camry,2002,Gold,Nigerian Used,290565,Automatic,"2,250,000"
Toyota,RAV4,2008,Red,Nigerian Used,135796,Automatic,"3,108,000"
Toyota,Corolla,2003,Black,Nigerian Used,482800,Automatic,"2,205,000"
Mercedes-Benz,E220,2002,Black,Nigerian Used,2000,Automatic,"1,785,000"
Toyota,Camry,2010,Blue,Nigerian Used,124257,Automatic,"3,952,000"
Lexus,ES,2002,Silver,Nigerian Used,344825,Automatic,"1,911,000"
Lexus,GX,2009,Red,Nigerian Used,221715,Automatic,"7,312,500"
Honda,Accord,2004,Sedan EX,Silver,Nigerian Used,Automatic,"1,260,000"
Mazda,CX-7,2007,Blue,Foreign Used,226863,Automatic,"4,111,875"
Toyota,Matrix,2004,Gray,Nigerian Used,129312,Automatic,"2,016,000"
Toyota,Avalon,2006,Gold,Nigerian Used,125415,Automatic,"2,047,500"
Mercedes-Benz,E350,2012,Blue,Nigerian Used,132748,Automatic,"11,440,000"
Hyundai,Sonata,2006,Silver,Nigerian Used,117841,Automatic,"2,625,000"
Lexus,GX,2015,Silver,Nigerian Used,121120,Automatic,"23,625,000"
Toyota,Sienna,2005,Brown,Nigerian Used,507363,Automatic,"2,100,000"
Toyota,Venza,2009,Gold,Nigerian Used,124639,Automatic,"6,300,000"
Mercedes-Benz,C350,2008,Black,Nigerian Used,304683,Automatic,"4,680,000"
Toyota,Sienna,2006,Silver,Nigerian Used,109775,Automatic,"3,487,500"
Toyota,Sienna,2008,Silver,Nigerian Used,122304,Automatic,"2,782,500"
Toyota,Sequoia,2002,Gray,Nigerian Used,185324,Automatic,"3,640,000"
Toyota,Camry,2004,Blue,Nigerian Used,373688,Automatic,"2,600,000"
Toyota,Highlander,2006,Blue,Nigerian Used,307158,Automatic,"2,835,000"
Honda,Element,2005,Gray,Nigerian Used,196582,Automatic,"2,415,000"
Lexus,ES,2014,Gray,Foreign Used,207604,Automatic,"11,025,000"
Toyota,Corolla,2006,Blue,Nigerian Used,148585,Automatic,"2,362,500"
Toyota,Venza,2014,Gray,Foreign Used,167334,Automatic,"13,335,000"
Peugeot,206,2007,Green,Nigerian Used,158263,Manual,"1,575,000"
Toyota,Corolla,2009,Red,Nigerian Used,242509,Automatic,"3,360,000"
Honda,Accord,2005,Sedan EX Automatic,Black,Nigerian Used,Automatic,"1,507,498"
Mazda,3,2005,Gold,Nigerian Used,340301,Automatic,"2,625,000"
Toyota,Camry,2002,Silver,Nigerian Used,326126,Automatic,"1,570,000"
Ford,Escape,2013,Black,Nigerian Used,142822,Automatic,"3,659,250"
Toyota,Corolla,2012,Black,Nigerian Used,100538,Automatic,"3,480,750"
Toyota,Corolla,2004,Blue,Nigerian Used,295632,Automatic,"1,995,000"
Toyota,Camry,2010,Black,Nigerian Used,217178,Automatic,"3,675,000"
Toyota,Sienna,2004,Silver,Nigerian Used,935807,Automatic,"2,625,000"
Acura,MDX,2010,Silver,Nigerian Used,226414,Automatic,"4,016,250"
Peugeot,407,2005,Black,Nigerian Used,222927,Manual,"1,365,000"
Honda,CR-V,2007,EX-L 4WD Automatic,Blue,Nigerian Used,Automatic,"2,572,500"
Volkswagen,Jetta,2007,Black,Nigerian Used,164065,Automatic,"2,964,000"
Toyota,Corolla,2014,LE Plus 4dr Sedan (1.8L 4cyl CVT),Black,Nigerian Used,CVT,"5,775,000"
Honda,Accord,2007,Black,Nigerian Used,453447,Automatic,"2,496,000"
Mercedes-Benz,M Class,2006,Gray,Nigerian Used,160932,Automatic,"4,368,000"
Volkswagen,Passat,2003,Blue,Nigerian Used,441028,Automatic,"945,000"
Honda,Civic,2008,Black,Nigerian Used,209225,Automatic,"1,869,000"
Lexus,ES,2020,Black,Foreign Used,18678,Automatic,"32,273,437"
Lexus,ES,2005,330,Gold,Nigerian Used,Automatic,"2,604,000"
Toyota,Sienna,2005,White,Foreign Used,261430,Automatic,"5,062,500"
Mercedes-Benz,GLK-Class,2015,Gray,Foreign Used,119527,Automatic,"11,760,000"
Lexus,RX 330,2005,Gray,Nigerian Used,235231,Automatic,"4,680,000"
Peugeot,307,2007,Black,Nigerian Used,158179,Manual,"2,250,000"
Toyota,Camry,2006,Silver,Nigerian Used,156323,Automatic,"1,837,500"
Toyota,RAV4,2010,Gray,Nigerian Used,232286,Automatic,"3,727,500"
Toyota,Land Cruiser Prado,2014,Black,Nigerian Used,159645,Automatic,"15,750,000"
Toyota,Sienna,2000,Green,Nigerian Used,153030,Automatic,"2,080,000"
Toyota,Sienna,2000,Red,Nigerian Used,235123,Automatic,"1,323,000"
Mercedes-Benz,A-Class,2009,Silver,Nigerian Used,168956,Manual,"3,150,000"
Mazda,CX-7,2011,Gray,Nigerian Used,201642,Automatic,"3,150,000"
Honda,Accord,2003,White,Nigerian Used,235123,Automatic,"1,028,998"
Toyota,RAV4,2003,Green,Nigerian Used,325044,Automatic,"3,640,000"
Toyota,RAV4,2005,Blue,Nigerian Used,128532,Automatic,"3,120,000"
Honda,Accord,2004,White,Nigerian Used,272543,Automatic,"1,800,000"
Toyota,Sienna,2007,Green,Nigerian Used,318358,Automatic,"2,772,000"
Lexus,LX,2001,470 AWD,Gray,Nigerian Used,Automatic,"3,465,000"
Lexus,LS,2009,Black,Foreign Used,294687,Automatic,"7,087,500"
Hyundai,Santa Fe,2013,Sport,Gray,Foreign Used,Automatic,"9,817,500"
Lexus,ES,2007,350,White,Nigerian Used,Automatic,"5,512,500"
Toyota,Corolla,2004,Gold,Nigerian Used,414974,Manual,"1,050,000"
Toyota,Camry,2011,Blue,Foreign Used,197433,Automatic,"5,775,000"
Toyota,Highlander,2013,Gold,Nigerian Used,235211,Automatic,"2,887,500"
Toyota,RAV4,2005,Red,Nigerian Used,174845,Automatic,"2,600,000"
Toyota,4-Runner,2006,Limited V8,Black,Nigerian Used,Automatic,"5,304,000"
Toyota,Camry,2008,Gray,Nigerian Used,247521,Automatic,"4,837,500"
Toyota,Sienna,2006,Red,Nigerian Used,321559,Automatic,"5,287,500"
Toyota,Corolla,2007,Red,Nigerian Used,364756,Automatic,"3,120,000"
Ford,Escape,2005,Black,Nigerian Used,189308,Manual,"1,365,000"
Toyota,Sienna,2007,Silver,Foreign Used,248807,Automatic,"5,400,000"
Mercedes-Benz,C180,2003,Black,Nigerian Used,2000,Automatic,"1,470,000"
Honda,Accord,2002,Black,Nigerian Used,199923,Automatic,"787,500"
Toyota,Camry,2007,Gray,Nigerian Used,143956,Automatic,"3,060,000"
Toyota,Avalon,2007,Limited,Black,Nigerian Used,Automatic,"2,625,000"
Toyota,Sienna,2007,Blue,Nigerian Used,193406,Automatic,"2,814,000"
Toyota,RAV4,2013,LE FWD (2.5L 4cyl 6A),Gray,Nigerian Used,Automatic,"7,140,000"
Ford,Focus,2007,2.0 Trend,Blue,Nigerian Used,Automatic,"1,050,000"
Toyota,Sienna,2011,Red,Nigerian Used,125567,Automatic,"6,760,000"
Mercedes-Benz,E350,2010,Black,Nigerian Used,85808,Automatic,"5,460,000"
Mercedes-Benz,M Class,2005,Silver,Nigerian Used,220615,Automatic,"3,045,000"
Lexus,ES,2007,Blue,Nigerian Used,347614,Automatic,"4,410,000"
Toyota,Corolla,2010,Blue,Nigerian Used,74424,Automatic,"3,952,000"
Toyota,Corolla,2004,Blue,Nigerian Used,175337,Automatic,"3,328,000"
Honda,Pilot,2008,White,Nigerian Used,142806,Automatic,"2,912,000"
Honda,Pilot,2006,Gray,Nigerian Used,140346,Automatic,"3,937,500"
Lexus,ES,2007,Beige,Nigerian Used,134172,Automatic,"3,675,000"
Honda,Accord,2009,Silver,Nigerian Used,390792,Automatic,"2,226,000"
Lexus,IS,2008,Silver,Nigerian Used,1313998,Automatic,"3,570,000"
Land Rover,Range Rover Evoque,2012,Coupe Dynamic,Black,Nigerian Used,AMT,"7,875,000"
Mercedes-Benz,C300,2010,Black,Nigerian Used,836486,Automatic,"3,675,000"
Volvo,XC90,2007,Blue,Nigerian Used,257371,Automatic,"1,575,000"
Lexus,ES,2008,Black,Nigerian Used,143160,Automatic,"4,500,000"
Toyota,Corolla,2007,Black,Nigerian Used,348196,Automatic,"2,043,298"
Toyota,Corolla,2004,Gray,Nigerian Used,187010,Automatic,"2,100,000"
Kia,Sorento,2015,Gray,Nigerian Used,99188,Automatic,"8,400,000"
Toyota,Camry,2005,Gray,Nigerian Used,240805,Automatic,"3,120,000"
Mercedes-Benz,C280,2008,Black,Foreign Used,213030,Automatic,"3,675,000"
Toyota,Avensis,2005,Silver,Nigerian Used,325319,Manual,"2,496,000"
Toyota,Avensis,2008,Black,Nigerian Used,276072,Automatic,"1,627,500"
Toyota,Camry,2001,Gold,Nigerian Used,436897,Automatic,"1,664,000"
Toyota,Sequoia,2001,Brown,Nigerian Used,355968,Automatic,"2,100,000"
Volkswagen,Tiguan,2010,Silver,Nigerian Used,159554,Automatic,"2,100,000"
Toyota,Highlander,2006,Red,Nigerian Used,307958,Automatic,"3,744,000"
Toyota,Highlander,2010,Gray,Nigerian Used,249998,Automatic,"7,696,000"
Toyota,Tacoma,2007,White,Foreign Used,152485,Automatic,"7,581,000"
Toyota,RAV4,2005,Silver,Nigerian Used,166164,Automatic,"2,756,000"
Toyota,Corolla,2006,1.4 D-4D,Blue,Nigerian Used,Automatic,"3,432,000"
Honda,Accord,1993,Blue,Nigerian Used,252344,Automatic,"945,000"
Toyota,Highlander,2009,Gray,Foreign Used,176166,Automatic,"10,400,000"
Lexus,RX 350,2012,Black,Foreign Used,160198,Automatic,"10,500,000"
Toyota,Matrix,2004,Red,Nigerian Used,175486,Automatic,"2,058,000"
Ford,Edge,2007,SEL 4dr AWD (3.5L 6cyl 6A),Gold,Nigerian Used,Automatic,"2,250,000"
Mazda,6,2018,Gray,Nigerian Used,79663,Automatic,"9,450,000"
Mazda,CX-9,2008,Black,Nigerian Used,280812,Automatic,"4,162,500"
Toyota,RAV4,2007,White,Foreign Used,274162,Automatic,"6,968,000"
Toyota,RAV4,2018,Red,Nigerian Used,119242,Automatic,"13,331,250"
Toyota,Matrix,2010,Gray,Nigerian Used,234465,Automatic,"5,200,000"
Toyota,Camry,2004,Silver,Nigerian Used,228239,Automatic,"1,932,000"
Acura,MDX,2001,Silver,Foreign Used,272928,Automatic,"3,675,000"
Honda,Accord,2012,Silver,Nigerian Used,153681,Automatic,"2,520,000"
Land Rover,Range Rover,2016,White,Nigerian Used,126552,Automatic,"23,100,000"
Lexus,ES,2007,350,Black,Nigerian Used,Automatic,"3,780,000"
Toyota,Camry,2012,Gray,Foreign Used,122520,Automatic,"9,000,000"
Toyota,Highlander,2004,Gold,Foreign Used,174906,Automatic,"5,720,000"
Mitsubishi,Outlander,2013,Blue,Nigerian Used,125497,Automatic,"3,360,000"
Ford,Edge,2007,Gray,Nigerian Used,122860,Automatic,"3,640,000"
Toyota,Camry,2003,LE 4dr Sedan (2.4L 4cyl 5M),Gold,Nigerian Used,Automatic,"1,995,000"
Honda,Accord,2007,Black,Nigerian Used,217810,Automatic,"2,250,000"
Lexus,RX 350,2017,Black,Foreign Used,131858,Automatic,"25,830,000"
Toyota,Highlander,2008,Purple,Nigerian Used,128523,Automatic,"4,725,000"
Mercedes-Benz,GLK-Class,2013,White,Foreign Used,210265,Automatic,"10,500,000"
Toyota,Camry,2007,Silver,Nigerian Used,187100,Automatic,"4,160,000"
Toyota,Highlander,2003,Silver,Nigerian Used,256751,Automatic,"4,160,000"
Mercedes-Benz,M Class,2006,ML 350 AWD 4Matic (3.5L V6 7A),Off white,Nigerian Used,Automatic,"3,150,000"
Toyota,Sienna,2005,LE AWD,Burgandy,Nigerian Used,Automatic,"2,625,000"
Honda,CR-V,2009,Green,Nigerian Used,160898,Automatic,"2,677,500"
Land Rover,Range Rover,2014,Black,Foreign Used,93993,Automatic,"21,525,000"
Toyota,Camry,2008,Gray,Nigerian Used,190553,Automatic,"2,814,000"
Mercedes-Benz,M Class,2006,White,Foreign Used,326425,Automatic,"8,437,500"
Nissan,Rogue,2009,Brown,Nigerian Used,180452,Automatic,"3,465,000"
Lexus,RX 330,2004,Black,Nigerian Used,378590,Automatic,"3,885,000"
Nissan,Almera,2002,Tino,Red,Nigerian Used,Automatic,"840,000"
Toyota,RAV4,2006,Silver,Nigerian Used,90366,Automatic,"2,898,000"
Toyota,Camry,2003,White,Nigerian Used,340903,Automatic,"2,100,000"
Toyota,Corolla,2005,Gold,Nigerian Used,258274,Automatic,"2,100,000"
Toyota,Camry,2009,White,Nigerian Used,169306,Automatic,"2,835,000"
Toyota,Camry,2009,Red,Nigerian Used,406501,Automatic,"3,937,500"
Lexus,RX 350,2011,Silver,Nigerian Used,163385,Automatic,"11,250,000"
Lexus,ES,2008,Silver,Nigerian Used,94707,Automatic,"4,016,250"
Toyota,Matrix,2006,Black,Nigerian Used,162087,Automatic,"2,704,000"
Lexus,ES,2002,Black,Nigerian Used,165508,Automatic,"1,911,000"
Toyota,Corolla,2003,Silver,Nigerian Used,172554,Automatic,"2,964,000"
Toyota,Matrix,2006,Blue,Nigerian Used,249457,Automatic,"3,120,000"
Nissan,Pathfinder,2007,Blue,Nigerian Used,197822,Automatic,"1,522,500"
Hyundai,Elantra,2012,Gray,Foreign Used,198245,Automatic,"4,872,000"
Pontiac,Vibe,2004,Blue,Nigerian Used,241903,Automatic,"1,928,850"
Toyota,Avalon,2013,Beige,Nigerian Used,156344,Automatic,"7,350,000"
Toyota,Corolla,2008,Black,Nigerian Used,220947,Automatic,"2,415,000"
Mercedes-Benz,C200,2011,Black,Nigerian Used,190367,Automatic,"2,625,000"
Mercedes-Benz,E320,2001,White,Nigerian Used,354980,Automatic,"2,100,000"
Ford,Escape,2014,Blue,Nigerian Used,100000,Automatic,"3,013,500"
Toyota,Camry,2009,Black,Nigerian Used,649141,Automatic,"3,076,500"
Toyota,Venza,2009,V6,Green,Nigerian Used,Automatic,"5,670,000"
Lexus,RX 300,1999,Red,Nigerian Used,88677,Automatic,"3,328,000"
Mercedes-Benz,GL-Class,2007,GL 450,Black,Nigerian Used,Automatic,"3,465,000"
Lexus,RX,2000,300 4WD,Black,Nigerian Used,Automatic,"2,300,000"
Honda,CR-V,2009,Green,Nigerian Used,238325,Automatic,"3,536,000"
Lexus,RX,2009,Gray,Nigerian Used,266606,Automatic,"4,452,000"
Honda,Pilot,2007,Gray,Nigerian Used,155251,Automatic,"1,974,000"
Toyota,Corolla,2003,Black,Nigerian Used,373326,Automatic,"2,808,000"
Lexus,ES,2010,350,Silver,Nigerian Used,Automatic,"5,512,000"
Toyota,Sienna,2006,Gold,Nigerian Used,189698,Automatic,"3,150,000"
Mercedes-Benz,E350,2011,Black,Foreign Used,104161,Automatic,"8,032,500"
Toyota,Camry,2007,Gray,Nigerian Used,78736,Manual,"2,940,000"
Ford,Escape,2018,Gray,Nigerian Used,71001,Automatic,"6,825,000"
Lexus,RX 350,2015,Black,Nigerian Used,65810,Automatic,"11,336,000"
Honda,CR-V,1998,Blue,Nigerian Used,298778,Automatic,"808,500"
Kia,Cerato,2010,Black,Nigerian Used,212575,Manual,"2,730,000"
Lexus,IS,2010,Blue,Nigerian Used,102394,Automatic,"2,940,000"
Honda,Accord,2010,Red,Nigerian Used,130396,Automatic,"2,704,000"
Honda,Accord,2006,Gray,Nigerian Used,348433,Automatic,"1,768,000"
Mercedes-Benz,S-Class,2017,Gold,Nigerian Used,88988,Automatic,"36,750,000"
Toyota,Camry,2010,Gold,Nigerian Used,152407,Automatic,"3,750,000"
Mercedes-Benz,GLK-Class,2015,White,Nigerian Used,111242,Automatic,"9,880,000"
Hyundai,Elantra,2012,White,Foreign Used,167403,Automatic,"5,145,000"
Toyota,Corolla,2012,Gold,Nigerian Used,83738,Automatic,"3,952,000"
Toyota,Camry,2002,Green,Nigerian Used,173483,Automatic,"1,872,000"
Toyota,Matrix,2004,Silver,Nigerian Used,249896,Automatic,"2,600,000"
Toyota,Sienna,2001,Silver,Nigerian Used,123525,Automatic,"1,396,500"
Toyota,Corolla,2003,Sedan Automatic,White,Nigerian Used,Automatic,"2,600,000"
Toyota,Avalon,2000,Silver,Nigerian Used,232293,Automatic,"1,470,000"
Lexus,RX 300,2001,Black,Nigerian Used,145366,Automatic,"1,365,000"
Toyota,Corolla,2009,Silver,Nigerian Used,118639,Automatic,"4,472,000"
Mercedes-Benz,GLK-Class,2013,Beige,Nigerian Used,157739,Automatic,"7,350,000"
Toyota,Highlander,2018,White,Foreign Used,56907,Automatic,"17,850,000"
Toyota,Solara,2004,Black,Nigerian Used,246428,Automatic,"1,837,500"
Honda,Accord,2009,White,Nigerian Used,240354,Automatic,"2,912,000"
Toyota,Corolla,2012,Gray,Nigerian Used,215962,Automatic,"3,276,000"
Mercedes-Benz,C320,2001,Silver,Nigerian Used,3200,Automatic,"2,310,000"
Lexus,RX,2004,White,Nigerian Used,192436,Automatic,"7,280,000"
Toyota,Solara,2007,3.3 Coupe,Blue,Nigerian Used,Automatic,"2,047,500"
Mercedes-Benz,C320,2001,Silver,Nigerian Used,900618,Automatic,"1,837,500"
Toyota,RAV4,2006,Silver,Nigerian Used,393010,Automatic,"3,432,000"
Toyota,Tundra,2010,White,Nigerian Used,353076,Automatic,"6,405,000"
Toyota,Yaris,2013,Gray,Nigerian Used,90952,Manual,"2,835,000"
Toyota,Sienna,2002,LE,Silver,Nigerian Used,Automatic,"1,912,500"
Toyota,Camry,2002,Green,Nigerian Used,267082,Automatic,"1,302,000"
Lexus,ES,2002,Gray,Nigerian Used,206799,Automatic,"2,100,000"
Lexus,ES,2008,White,Foreign Used,161345,Automatic,"5,670,000"
Toyota,Camry,2003,Silver,Nigerian Used,342393,Automatic,"2,392,000"
Honda,Pilot,2003,Red,Nigerian Used,429215,Automatic,"3,375,000"
Ford,Fusion,2012,Gray,Nigerian Used,182196,Automatic,"2,310,000"
Honda,Civic,2006,Blue,Nigerian Used,236003,Automatic,"1,680,000"
Toyota,Camry,2007,Red,Nigerian Used,97166,Automatic,"3,432,000"
Volvo,XC70,2004,Blue,Nigerian Used,164060,Automatic,"1,522,500"
Toyota,Venza,2013,Blue,Foreign Used,121617,Automatic,"14,560,000"
Jeep,Wrangler,2007,Blue,Nigerian Used,99439,Automatic,"5,250,000"
Toyota,Sienna,2007,Red,Foreign Used,110588,Automatic,"5,407,500"
Toyota,4-Runner,2003,4.7,Gray,Nigerian Used,Automatic,"2,079,000"
Honda,Civic,2006,Black,Nigerian Used,189312,Automatic,"2,200,000"
Honda,Accord,2008,2.4 EX-L Automatic,Red,Nigerian Used,Automatic,"2,100,000"
Mercedes-Benz,C230,2006,Gray,Nigerian Used,633144,Automatic,"2,100,000"
Toyota,Avalon,2007,Green,Nigerian Used,91289,Automatic,"2,812,500"
Toyota,Avalon,2005,Gray,Nigerian Used,307353,Automatic,"2,100,000"
Lexus,ES,2003,Black,Nigerian Used,93816,Automatic,"2,415,000"
